_항목,ADDR1_NM,ADDR2_NM,MIN_PRICE,MID_PRICE,AVG_PRICE,MAX_PRICE,ANIMAL_TYPE_CD,SIDO_CD,ADDR1_CD,GUGUN_PRICE_SEQ,MEDI_TYPE_CD,ATTR,_시도,_mediTypeCd,_animalTypeCd
재진 진찰료 20kg,서울특별시,은평구,3000,7000,8164,20000,ANITY00008,11,11,149,MEDIT00002,seoul-Eunpyeong-gu,서울특별시,MEDIT00002,ANITY00008
재진 진찰료 20kg,서울특별시,종로구,5000,9000,9182,20000,ANITY00008,11,11,150,MEDIT00002,seoul-Jongno-gu,서울특별시,MEDIT00002,ANITY00008
재진 진찰료 20kg,서울특별시,중구,5000,10000,11088,30000,ANITY00008,11,11,151,MEDIT00002,seoul-jung-gu,서울특별시,MEDIT00002,ANITY00008
재진 진찰료 20kg,서울특별시,중랑구,5000,8000,9035,30000,ANITY00008,11,11,152,MEDIT00002,seoul-Jungnang-gu,서울특별시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,강서구,8000,8750,9720,15000,ANITY00008,26,26,111,MEDIT00002,Busan-Gangseo-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,금정구,4000,10000,9077,12000,ANITY00008,26,26,112,MEDIT00002,Busan-Geumjeong-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,기장군,4000,5600,7070,12000,ANITY00008,26,26,113,MEDIT00002,Busan-Gijang-gun,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,남구,5000,10000,9277,17000,ANITY00008,26,26,114,MEDIT00002,Busan-Nam-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,동구,6000,10000,9800,14000,ANITY00008,26,26,115,MEDIT00002,Busan-Dong-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,동래구,3000,8000,8000,12000,ANITY00008,26,26,116,MEDIT00002,Busan-Dongrae-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,부산진구,3000,8000,8264,15000,ANITY00008,26,26,117,MEDIT00002,Busan-Busanjin-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,북구,4400,6500,8244,20000,ANITY00008,26,26,118,MEDIT00002,Busan-Buk-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,사상구,7000,10000,13333,43000,ANITY00008,26,26,119,MEDIT00002,Busan-Sasang-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,사하구,3500,8000,8700,30000,ANITY00008,26,26,120,MEDIT00002,Busan-Saha-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,서구,4000,6000,6800,12000,ANITY00008,26,26,121,MEDIT00002,Busan-Seo-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,수영구,3300,8000,8414,20000,ANITY00008,26,26,122,MEDIT00002,Busan-Suyeong-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,연제구,5000,10000,10125,20000,ANITY00008,26,26,123,MEDIT00002,Busan-Yeonje-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,영도구,7700,8000,9233,12000,ANITY00008,26,26,124,MEDIT00002,Busan-Yeongdo-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,중구,4000,7000,7000,10000,ANITY00008,26,26,125,MEDIT00002,Busan-Jung-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,부산광역시,해운대구,5000,8000,8438,25000,ANITY00008,26,26,126,MEDIT00002,Busan-Haeundae-gu,부산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,남구,5000,6000,7833,17000,ANITY00008,27,27,96,MEDIT00002,Daegu-Nam-gu,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,달서구,3000,8000,8445,20000,ANITY00008,27,27,97,MEDIT00002,Daegu-Dalseo-gu,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,달성군,5000,7000,8464,20000,ANITY00008,27,27,98,MEDIT00002,Daegu-Dal-Sung-gun,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,동구,5000,7000,7750,15000,ANITY00008,27,27,99,MEDIT00002,Daegu-Dong-gu,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,북구,5000,8000,8065,15000,ANITY00008,27,27,100,MEDIT00002,Daegu-Buk-gu,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,서구,3000,5000,10756,45000,ANITY00008,27,27,101,MEDIT00002,Daegu-Seo-gu,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,수성구,5000,10000,10450,25000,ANITY00008,27,27,102,MEDIT00002,Daegu-Suseong-gu,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대구광역시,중구,5000,10000,10273,16500,ANITY00008,27,27,103,MEDIT00002,Daegu-Jung-gu,대구광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,강화군,5000,5000,6000,10000,ANITY00008,28,28,162,MEDIT00002,Incheon-Ganghwa-gun,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,계양구,5000,8000,13080,61000,ANITY00008,28,28,163,MEDIT00002,Incheon-Gyeyang-gu,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,남동구,3000,7850,8167,20000,ANITY00008,28,28,164,MEDIT00002,Incheon-Namdong-gu,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,미추홀구,5500,8400,9317,30000,ANITY00008,28,28,166,MEDIT00002,Incheon-Michuhol-gu,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,부평구,5000,9000,9400,20000,ANITY00008,28,28,167,MEDIT00002,Incheon-Bupyeong-gu,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,서구,3000,6800,8029,30000,ANITY00008,28,28,168,MEDIT00002,Incheon-Seo-gu,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,연수구,3000,10000,9426,19500,ANITY00008,28,28,169,MEDIT00002,Incheon-Yeonsu-gu,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,인천광역시,중구,5000,5000,5063,5500,ANITY00008,28,28,170,MEDIT00002,Incheon-Jung-gu,인천광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,광주광역시,광산구,3000,9000,8741,20000,ANITY00008,29,29,89,MEDIT00002,Gwangju-Gwangsan-gu,광주광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,광주광역시,남구,5000,10000,11406,35000,ANITY00008,29,29,90,MEDIT00002,Gwangju-Nam-gu,광주광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,광주광역시,동구,5000,9000,8450,10000,ANITY00008,29,29,91,MEDIT00002,Gwangju-Dong-gu,광주광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,광주광역시,북구,5500,9000,10824,38000,ANITY00008,29,29,92,MEDIT00002,Gwangju-Buk-gu,광주광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,광주광역시,서구,2500,9000,8750,20000,ANITY00008,29,29,93,MEDIT00002,Gwangju-Seo-gu,광주광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대전광역시,대덕구,5000,9000,10300,20000,ANITY00008,30,30,105,MEDIT00002,Daejeon-Daedeok-gu,대전광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대전광역시,동구,5000,10000,8908,12000,ANITY00008,30,30,106,MEDIT00002,Daejeon-Dong-gu,대전광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대전광역시,서구,5000,10500,14360,50000,ANITY00008,30,30,107,MEDIT00002,Daejeon-Seo-gu,대전광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대전광역시,유성구,3000,10000,12045,37000,ANITY00008,30,30,108,MEDIT00002,Daejeon-Yuseong-gu,대전광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,대전광역시,중구,3000,7000,8646,25000,ANITY00008,30,30,109,MEDIT00002,Daejeon-Jung-gu,대전광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,울산광역시,남구,5000,10000,10120,17850,ANITY00008,31,31,156,MEDIT00002,Ulsan-Nam-gu,울산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,울산광역시,동구,5000,7000,7000,10000,ANITY00008,31,31,157,MEDIT00002,Ulsan-Dong-gu,울산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,울산광역시,북구,5000,5000,6600,10000,ANITY00008,31,31,158,MEDIT00002,Ulsan-Buk-gu,울산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,울산광역시,울주군,5000,9000,9667,15000,ANITY00008,31,31,159,MEDIT00002,Ulsan-Ulju-gun,울산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,울산광역시,중구,5000,8000,9773,33000,ANITY00008,31,31,160,MEDIT00002,Ulsan-Jung-gu,울산광역시,MEDIT00002,ANITY00008
재진 진찰료 20kg,세종특별자치시,세종특별자치시,3000,5500,10068,30000,ANITY00008,36,36,154,MEDIT00002,Sejong-Sejong-si,세종특별자치시,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,가평군,5000,5000,5667,7000,ANITY00008,41,41,19,MEDIT00002,Gyeonggi-Gapyeong-gun,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,고양시,3000,8000,9182,25000,ANITY00008,41,41,20,MEDIT00002,Gyeonggi-Goyang-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,과천시,4500,5000,7071,10000,ANITY00008,41,41,21,MEDIT00002,Gyeonggi-Gwacheon,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,광명시,4000,8000,9188,22000,ANITY00008,41,41,22,MEDIT00002,Gyeonggi-Gwangmyeong,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,광주시,1000,6500,7583,15000,ANITY00008,41,41,23,MEDIT00002,Gyeonggi-Gwangju-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,구리시,3300,7800,7940,15000,ANITY00008,41,41,24,MEDIT00002,Gyeonggi-Guri-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,군포시,5000,10000,11636,22000,ANITY00008,41,41,25,MEDIT00002,Gyeonggi-Gunpo,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,김포시,3000,7150,8496,40000,ANITY00008,41,41,26,MEDIT00002,Gyeonggi-Gimpo-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,남양주시,4000,7000,8143,19000,ANITY00008,41,41,27,MEDIT00002,Gyeonggi-Namyangju-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,동두천시,3300,8000,9050,20000,ANITY00008,41,41,28,MEDIT00002,Gyeonggi-Dongducheon-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,부천시,2000,9000,9637,50000,ANITY00008,41,41,29,MEDIT00002,Gyeonggi-Bucheon,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,성남시,3000,8000,9365,30000,ANITY00008,41,41,30,MEDIT00002,Gyeonggi-Seongnam,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,수원시,3000,7000,9106,35000,ANITY00008,41,41,31,MEDIT00002,Gyeonggi-Suwon-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,시흥시,3300,6000,7071,15000,ANITY00008,41,41,32,MEDIT00002,Gyeonggi-Siheung,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,안산시,4500,8000,9611,33000,ANITY00008,41,41,33,MEDIT00002,Gyeonggi-Ansan,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,안성시,5000,7500,8030,16500,ANITY00008,41,41,34,MEDIT00002,Gyeonggi-Anseong-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,안양시,4000,9500,9522,23000,ANITY00008,41,41,35,MEDIT00002,Gyeonggi-Anyang,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,양주시,5000,7350,7770,15000,ANITY00008,41,41,36,MEDIT00002,Gyeonggi-Yangju-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,양평군,4000,6750,7083,10000,ANITY00008,41,41,37,MEDIT00002,Gyeonggi-Yangpyeong-gun,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,여주시,4000,5000,5500,8000,ANITY00008,41,41,38,MEDIT00002,Gyeonggi-Yeoju-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,오산시,5000,8000,7538,10800,ANITY00008,41,41,39,MEDIT00002,Gyeonggi-Osan-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,용인시,3000,8000,8594,18700,ANITY00008,41,41,40,MEDIT00002,Gyeonggi-Yongin-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,의왕시,5000,7000,8667,20000,ANITY00008,41,41,41,MEDIT00002,Gyeonggi-Uiwang,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,의정부시,3000,7000,7620,15000,ANITY00008,41,41,42,MEDIT00002,Gyeonggi-Uijeongbu-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,이천시,5000,7750,8167,12000,ANITY00008,41,41,43,MEDIT00002,Gyeonggi-Icheon-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,파주시,3000,8000,9207,30000,ANITY00008,41,41,44,MEDIT00002,Gyeonggi-Paju-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,평택시,4000,8000,8527,22000,ANITY00008,41,41,45,MEDIT00002,Gyeonggi-Pyeongtaek-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,포천시,5000,5000,6667,10000,ANITY00008,41,41,46,MEDIT00002,Gyeonggi-Pocheon-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,하남시,5000,7000,8211,22000,ANITY00008,41,41,47,MEDIT00002,Gyeonggi-Hanam-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경기도,화성시,4000,8000,8495,30000,ANITY00008,41,41,48,MEDIT00002,Gyeonggi-Hwaseong-si,경기도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,강릉시,4000,7000,9000,25000,ANITY00008,42,42,2,MEDIT00002,Gangwon-Gangneung-si,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,고성군,5000,5000,5000,5000,ANITY00008,42,42,3,MEDIT00002,Gangwon-Gosung-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,동해시,10000,10000,10000,10000,ANITY00008,42,42,4,MEDIT00002,Gangwon-Donghae-si,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,삼척시,5000,5000,6333,9000,ANITY00008,42,42,5,MEDIT00002,Gangwon-Samcheok-si,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,속초시,5000,9400,8450,10000,ANITY00008,42,42,6,MEDIT00002,Gangwon-Sokcho-si,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,양양군,5000,6600,7200,10000,ANITY00008,42,42,8,MEDIT00002,Gangwon-Yangyang-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,영월군,6000,12000,12000,18000,ANITY00008,42,42,9,MEDIT00002,Gangwon-Yeongwol-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,원주시,5000,7000,8091,14000,ANITY00008,42,42,10,MEDIT00002,Gangwon-Wonju-si,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,인제군,5000,6000,7000,10000,ANITY00008,42,42,11,MEDIT00002,Gangwon-Inje-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,정선군,10000,10000,10000,10000,ANITY00008,42,42,12,MEDIT00002,Gangwon-Jeongseon-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,춘천시,5000,9000,8471,13000,ANITY00008,42,42,13,MEDIT00002,Gangwon-Chuncheon-si,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,태백시,4000,4000,4000,4000,ANITY00008,42,42,14,MEDIT00002,Gangwon-Taebaek-si,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,홍천군,2000,6600,6100,9000,ANITY00008,42,42,15,MEDIT00002,Gangwon-Hongcheon-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,화천군,8000,14000,14000,20000,ANITY00008,42,42,16,MEDIT00002,Gangwon-Hwacheon-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,강원특별자치도,횡성군,5000,10000,10000,15000,ANITY00008,42,42,17,MEDIT00002,Gangwon-Hoengseong-gun,강원특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,괴산군,15000,15000,15000,15000,ANITY00008,43,43,223,MEDIT00002,Chungbuk-Goesan-gun,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,보은군,5000,5000,5000,5000,ANITY00008,43,43,225,MEDIT00002,Chungbuk-Boeun-gun,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,영동군,5000,10000,10000,15000,ANITY00008,43,43,226,MEDIT00002,Chungbuk-Yeongdong-gun,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,옥천군,5000,5000,6667,10000,ANITY00008,43,43,227,MEDIT00002,Chungbuk-Okcheon-gun,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,음성군,5000,5000,5000,5000,ANITY00008,43,43,228,MEDIT00002,Chungbuk-Eumseong-gun,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,제천시,6600,10500,10150,13000,ANITY00008,43,43,229,MEDIT00002,Chungbuk-Jecheon-si,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,증평군,10000,20000,20000,30000,ANITY00008,43,43,230,MEDIT00002,Chungbuk-Jeungpyeong-gun,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,진천군,5500,6250,7250,11000,ANITY00008,43,43,231,MEDIT00002,Chungbuk-Jincheon-gun,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,청주시,4000,8000,8380,15000,ANITY00008,43,43,232,MEDIT00002,Chungbuk-Cheongju-si,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청북도,충주시,7000,8500,8750,10000,ANITY00008,43,43,233,MEDIT00002,Chungbuk-Chungju-si,충청북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,계룡시,5500,5500,6333,8000,ANITY00008,44,44,207,MEDIT00002,Chungnam-Gyeryong-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,공주시,10000,16900,17200,25000,ANITY00008,44,44,208,MEDIT00002,Chungnam-Gongju-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,금산군,5000,5000,5000,5000,ANITY00008,44,44,209,MEDIT00002,Chungnam-Geumsan-gun,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,논산시,9500,9900,11133,14000,ANITY00008,44,44,210,MEDIT00002,Chungnam-Nonsan-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,당진시,6600,10000,10371,15000,ANITY00008,44,44,211,MEDIT00002,Chungnam-Dangjin-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,보령시,5000,10000,8333,10000,ANITY00008,44,44,212,MEDIT00002,Chungnam-Boryeong-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,부여군,5000,10000,8667,11000,ANITY00008,44,44,213,MEDIT00002,Chungnam-Buyeo-gun,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,서산시,5000,8000,9222,20000,ANITY00008,44,44,214,MEDIT00002,Chungnam-Seosan-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,서천군,5000,5000,5000,5000,ANITY00008,44,44,215,MEDIT00002,Chungnam-Seocheon-gun,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,아산시,5000,8000,8708,16500,ANITY00008,44,44,216,MEDIT00002,Chungnam-Asan-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,예산군,6600,6600,6600,6600,ANITY00008,44,44,217,MEDIT00002,Chungnam-Yesan-gun,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,천안시,4000,10000,10324,40000,ANITY00008,44,44,218,MEDIT00002,Chungnam-Cheonan-si,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,태안군,6000,8500,8500,11000,ANITY00008,44,44,220,MEDIT00002,Chungnam-Taean-gu,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,충청남도,홍성군,4400,8000,9800,20000,ANITY00008,44,44,221,MEDIT00002,Chungnam-Hongseong-gun,충청남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,고창군,10000,25000,25000,40000,ANITY00008,45,45,191,MEDIT00002,Jeonbuk-Gochang-gun,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,군산시,3000,7000,9133,25000,ANITY00008,45,45,192,MEDIT00002,Jeonbuk-Gunsan-si,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,김제시,5000,10000,10000,15000,ANITY00008,45,45,193,MEDIT00002,Jeonbuk-Gimje-si,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,남원시,5000,5000,6667,10000,ANITY00008,45,45,194,MEDIT00002,Jeonbuk-Namwon-si,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,부안군,5000,6000,6000,7000,ANITY00008,45,45,196,MEDIT00002,Jeonbuk-Buan-gun,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,순창군,5000,7500,7500,10000,ANITY00008,45,45,197,MEDIT00002,Jeonbuk-Sunchang-gun,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,완주군,5000,5500,8200,15000,ANITY00008,45,45,198,MEDIT00002,Jeonbuk-Wanju-gun,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,익산시,7000,9900,10189,13000,ANITY00008,45,45,199,MEDIT00002,Jeonbuk-Iksan-si,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,전주시,4400,7000,8164,20000,ANITY00008,45,45,201,MEDIT00002,Jeonbuk-Jeonju-si,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전북특별자치도,정읍시,4000,5000,7800,15000,ANITY00008,45,45,202,MEDIT00002,Jeonbuk-Jeongeup-si,전북특별자치도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,고흥군,8000,9000,9000,10000,ANITY00008,46,46,172,MEDIT00002,Jeonnam-Goheung-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,광양시,2000,10000,12400,25000,ANITY00008,46,46,174,MEDIT00002,Jeonnam-Gwangyang-si,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,나주시,5000,8500,10000,20000,ANITY00008,46,46,176,MEDIT00002,Jeonnam-Naju-si,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,담양군,3000,3000,3000,3000,ANITY00008,46,46,177,MEDIT00002,Jeonnam-Damyang-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,목포시,5000,5000,6667,10000,ANITY00008,46,46,178,MEDIT00002,Jeonnam-Mokpo-si,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,무안군,4000,5500,6750,12000,ANITY00008,46,46,179,MEDIT00002,Jeonnam-Muan-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,순천시,5000,9900,9415,20000,ANITY00008,46,46,180,MEDIT00002,Jeonnam-Suncheon-si,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,여수시,3000,5000,6333,10000,ANITY00008,46,46,181,MEDIT00002,Jeonnam-Yeosu-si,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,영광군,5000,15000,15000,25000,ANITY00008,46,46,182,MEDIT00002,Jeonnam-Yeonggwang-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,장성군,5000,10000,10000,15000,ANITY00008,46,46,185,MEDIT00002,Jeonnam-Jangseong-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,장흥군,5000,7500,7500,10000,ANITY00008,46,46,186,MEDIT00002,Jeonnam-Jangheung-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,해남군,5000,5000,5000,5000,ANITY00008,46,46,188,MEDIT00002,Jeonnam-Haenam-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,전라남도,화순군,4000,4000,4000,4000,ANITY00008,46,46,189,MEDIT00002,Jeonnam-Hwasun-gun,전라남도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,경산시,5000,7850,10693,30000,ANITY00008,47,47,69,MEDIT00002,Gyeongbuk-Gyeongsan-si,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,경주시,5500,9000,10030,22000,ANITY00008,47,47,70,MEDIT00002,Gyeongbuk-Gyeongju-si,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,구미시,3000,7700,8552,39000,ANITY00008,47,47,72,MEDIT00002,Gyeongbuk-Gumi-si,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,김천시,5000,5000,5125,5500,ANITY00008,47,47,73,MEDIT00002,Gyeongbuk-Gimcheon-si,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,문경시,7000,7000,7000,7000,ANITY00008,47,47,74,MEDIT00002,Gyeongbuk-Mungyeong-si,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,상주시,5000,5500,5500,6000,ANITY00008,47,47,75,MEDIT00002,Gyeongbuk-Sangju-si,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,성주군,5000,5800,5800,6600,ANITY00008,47,47,76,MEDIT00002,Gyeongbuk-Seongju-gun,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,안동시,5000,11500,13000,22000,ANITY00008,47,47,77,MEDIT00002,Gyeongbuk-Andong-si,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,영덕군,5000,7500,7500,10000,ANITY00008,47,47,78,MEDIT00002,Gyeongbuk-Yeongdeok-gun,경상북도,MEDIT00002,ANITY00008
재진 진찰료 20kg,경상북도,영주시,3000,15000,12600,20000,ANITY00008,47,47,79,MEDIT00002,Gyeongbuk-Yeongju-si,경상북도,MEDIT00002,ANITY00008
